NseSymbol,Symbol,InstrumentToken,ExchangeToken,Name,InstrumentType,Segment,Exchange
SUVEN,SUVEN,2875649,11233,SUVEN LIFE SCIENCES,EQ,NSE,NSE
SUVENPHAR,SUVENPHAR,4593921,17945,SUVEN PHARMACEUTICALS,EQ,NSE,NSE
SUVIDHAA,SUVIDHAA,767489,2998,SUVIDHAA INFOSERVE,EQ,NSE,NSE
SUZLON,SUZLON,3076609,12018,SUZLON ENERGY,EQ,NSE,NSE
SVPGLOB,SVPGLOB,1285121,5020,SVP GLOBAL VENTURES,EQ,NSE,NSE
SWANENERGY,SWANENERGY,6936321,27095,SWAN ENERGY,EQ,NSE,NSE
SWARAJENG,SWARAJENG,866305,3384,SWARAJ ENGINES,EQ,NSE,NSE
SWELECTES,SWELECTES,3048705,11909,SWELECT ENERGY SYS,EQ,NSE,NSE
SWSOLAR,SWSOLAR,3197185,12489,STERLING & WILSON SO,EQ,NSE,NSE
SYMPHONY,SYMPHONY,6192641,24190,SYMPHONY,EQ,NSE,NSE
SYNGENE,SYNGENE,2622209,10243,SYNGENE INTERNATIONAL,EQ,NSE,NSE
TAINWALCHM,TAINWALCHM,869377,3396,TAINWALA CHEMICAL AND PLA,EQ,NSE,NSE
TAJGVK,TAJGVK,2394625,9354,TAJ GVK HOTELS & RESORTS,EQ,NSE,NSE
TAKE,TAKE,3818753,14917,TAKE SOLUTIONS,EQ,NSE,NSE
TALBROAUTO,TALBROAUTO,3493889,13648,TALBROS AUTO. COMP.,EQ,NSE,NSE
TANLA,TANLA,3577857,13976,TANLA PLATFORMS,EQ,NSE,NSE
TANTIACONS,TANTIACONS-BZ,336385,1314,,EQ,NSE,NSE
TARAPUR,TARAPUR,4819713,18827,TARAPUR TRANSFORMERS,EQ,NSE,NSE
TARC,TARC,404737,1581,TARC,EQ,NSE,NSE
TARMAT,TARMAT,3781377,14771,TARMAT,EQ,NSE,NSE
TASTYBITE,TASTYBITE,5143553,20092,TASTY BITE EATABLES,EQ,NSE,NSE
TATACHEM,TATACHEM,871681,3405,TATA CHEMICALS,EQ,NSE,NSE
TATACOFFEE,TATACOFFEE,185345,724,TATA COFFEE,EQ,NSE,NSE
TATACOMM,TATACOMM,952577,3721,TATA COMMUNICATIONS,EQ,NSE,NSE
TATACONSUM,TATACONSUM,878593,3432,TATA CONSUMER PRODUCT,EQ,NSE,NSE
TATAELXSI,TATAELXSI,873217,3411,TATA ELXSI,EQ,NSE,NSE
TATAINVEST,TATAINVEST,414977,1621,TATA INVESTMENT CORP,EQ,NSE,NSE
TATAMETALI,TATAMETALI,876289,3423,TATA METALIKS,EQ,NSE,NSE
TATAMOTORS,TATAMOTORS,884737,3456,TATA MOTORS,EQ,NSE,NSE
TATAMTRDVR,TATAMTRDVR,4343041,16965,TATA MOTORS DVR 'A' ORD,EQ,NSE,NSE
TATAPOWER,TATAPOWER,877057,3426,TATA POWER CO,EQ,NSE,NSE
TATASTEEL,TATASTEEL,895745,3499,TATA STEEL,EQ,NSE,NSE
TATASTLBSL,TATASTLBSL-BE,2219521,8670,TATA STEEL BSL,EQ,NSE,NSE
TATASTLLP,TATASTLLP,419585,1639,TATA STEEL LONG PRO,EQ,NSE,NSE
TATVA,TATVA,1321473,5162,TATVA CHIN PHARM CHEM,EQ,NSE,NSE
TBZ,TBZ,6921473,27037,TRIB BHIMJI ZAVERI,EQ,NSE,NSE
TCI,TCI,2708481,10580,TRANSPORT CORPN OF INDIA,EQ,NSE,NSE
TCIDEVELOP,TCIDEVELOP,6003713,23452,TCI DEVELOPERS,EQ,NSE,NSE
TCIEXP,TCIEXP,4921089,19223,TCI EXPRESS,EQ,NSE,NSE
TCIFINANCE,TCIFINANCE,1221377,4771,TCI FINANCE,EQ,NSE,NSE
TCNSBRANDS,TCNSBRANDS,1068033,4172,TCNS CLOTHING CO.,EQ,NSE,NSE
TCPLPACK,TCPLPACK,47105,184,TCPL PACKAGING,EQ,NSE,NSE
TCS,TCS,2953217,11536,TATA CONSULTANCY SERV LT,EQ,NSE,NSE
TDPOWERSYS,TDPOWERSYS,6445569,25178,TD POWER SYSTEMS.,EQ,NSE,NSE
TEAMLEASE,TEAMLEASE,3255297,12716,TEAMLEASE SERVICES.,EQ,NSE,NSE
TECHIN,TECHIN-BE,6449665,25194,TECHINDIA NIRMAN,EQ,NSE,NSE
TECHM,TECHM,3465729,13538,TECH MAHINDRA,EQ,NSE,NSE
TECHNOE,TECHNOE,1649921,6445,TECHNO ELEC & ENG CO.,EQ,NSE,NSE
TEJASNET,TEJASNET,5409537,21131,TEJAS NETWORKS,EQ,NSE,NSE
TEMBO,TEMBO-BE,839681,3280,TEMBO GLOBAL IND,EQ,NSE,NSE
TERASOFT,TERASOFT,4938753,19292,TERA SOFTWARE,EQ,NSE,NSE
TEXINFRA,TEXINFRA,2956545,11549,TEXMACO INFRA & HOLDG,EQ,NSE,NSE
TEXMOPIPES,TEXMOPIPES,4662785,18214,TEXMO PIPE & PRODUCTS,EQ,NSE,NSE
TEXRAIL,TEXRAIL,5587969,21828,TEXMACO RAIL & ENG..,EQ,NSE,NSE
TFCILTD,TFCILTD,887297,3466,TOURISM FINANCE CORP. OF,EQ,NSE,NSE
TFL,TFL-BE,3666689,14323,TRANSWARRANTY FIN..,EQ,NSE,NSE
TGBHOTELS,TGBHOTELS,3739393,14607,TGB BANQUETS&HOTELS,EQ,NSE,NSE
THANGAMAYL,THANGAMAYL,4638209,18118,THANGAMAYIL JEWELLERY,EQ,NSE,NSE
THEINVEST,THEINVEST,5485313,21427,THE INVEST TRUST OF IND L,EQ,NSE,NSE
THEMISMED,THEMISMED-BE,3709185,14489,THEMIS MEDICARE.,EQ,NSE,NSE
THERMAX,THERMAX,889601,3475,THERMAX,EQ,NSE,NSE
THOMASCOOK,THOMASCOOK,891137,3481,THOMAS COOK (INDIA),EQ,NSE,NSE
THOMASCOTT,THOMASCOTT-BE,7941377,31021,THOMAS SCOTT (INDIA),EQ,NSE,NSE
THYROCARE,THYROCARE,4360193,17032,THYROCARE TECH,EQ,NSE,NSE
TI,TI,4914177,19196,TILAKNAGAR INDUSTRIES,EQ,NSE,NSE
TIDEWATER,TIDEWATER,3588865,14019,TIDE WATER OIL,EQ,NSE,NSE
TIIL,TIIL,3641089,14223,TECHNOCRAFT IND,EQ,NSE,NSE
TIINDIA,TIINDIA,79873,312,TUBE INVEST OF INDIA,EQ,NSE,NSE
TIJARIA,TIJARIA,6523393,25482,TIJARIA POLYPIPES,EQ,NSE,NSE
TIL,TIL,891905,3484,TIL,EQ,NSE,NSE
TIMESGTY,TIMESGTY,2743553,10717,TIMES GUARANTY,EQ,NSE,NSE
TIMETECHNO,TIMETECHNO,3764993,14707,TIME TECHNOPLAST.,EQ,NSE,NSE
TIMKEN,TIMKEN,3634689,14198,TIMKEN INDIA.,EQ,NSE,NSE
TINPLATE,TINPLATE,894209,3493,THE TINPLATE CO. (I),EQ,NSE,NSE
TIPSINDLTD,TIPSINDLTD-BE,2334977,9121,TIPS INDUSTRIES.,EQ,NSE,NSE
TIRUMALCHM,TIRUMALCHM,894977,3496,THIRUMALAI CHEMICALS,EQ,NSE,NSE
TIRUPATIFL,TIRUPATIFL-BE,5704705,22284,TIRUPATI FORGE,EQ,NSE,NSE
TITAN,TITAN,897537,3506,TITAN COMPANY,EQ,NSE,NSE
TMRVL,TMRVL,4916481,19205,THE MANDHANA RET VENT,EQ,NSE,NSE
TNPETRO,TNPETRO,898305,3509,TAMILNADU PETROPRODUCTS L,EQ,NSE,NSE
TNPL,TNPL,1018881,3980,TAMILNADU NEWSPRT & PAPER,EQ,NSE,NSE
TNTELE,TNTELE-BE,2530305,9884,TAMILNADU TELECOMMUNICATI,EQ,NSE,NSE
TOKYOPLAST,TOKYOPLAST,982273,3837,TOKYO PLAST INTL,EQ,NSE,NSE
TORNTPHARM,TORNTPHARM,900609,3518,TORRENT PHARMACEUTICALS L,EQ,NSE,NSE
TORNTPOWER,TORNTPOWER,3529217,13786,TORRENT POWER,EQ,NSE,NSE
TOTAL,TOTAL,5740289,22423,TOTAL TRANSPORT SYS,EQ,NSE,NSE
TOUCHWOOD,TOUCHWOOD,4328449,16908,TOUCHWOOD ENTERTAIN.,EQ,NSE,NSE
TPLPLASTEH,TPLPLASTEH,2360065,9219,TPL PLASTECH,EQ,NSE,NSE
TREEHOUSE,TREEHOUSE,6420993,25082,TREE HOUSE EDU,EQ,NSE,NSE
TREJHARA,TREJHARA,1924609,7518,TREJHARA SOLUTIONS,EQ,NSE,NSE
TRENT,TRENT,502785,1964,TRENT,EQ,NSE,NSE
TRF,TRF-BE,4605697,17991,TRF,EQ,NSE,NSE
TRIDENT,TRIDENT,2479361,9685,TRIDENT,EQ,NSE,NSE
TRIGYN,TRIGYN,1389569,5428,TRIGYN TECHNOLOGIES,EQ,NSE,NSE
TRIL,TRIL,3884545,15174,TRANS & RECTI.,EQ,NSE,NSE
TRITURBINE,TRITURBINE,6549505,25584,TRIVENI TURBINE,EQ,NSE,NSE
TRIVENI,TRIVENI,3348737,13081,TRIVENI ENGG. & INDS.,EQ,NSE,NSE
TTKHLTCARE,TTKHLTCARE,2910465,11369,TTK HEALTHCARE,EQ,NSE,NSE
TTKPRESTIG,TTKPRESTIG,907777,3546,TTK PRESTIGE,EQ,NSE,NSE
TTL,TTL,3664385,14314,T T,EQ,NSE,NSE
TTML,TTML,2292225,8954,TATA TELESERV(MAHARASTRA),EQ,NSE,NSE
TV18BRDCST,TV18BRDCST,3637249,14208,TV18 BROADCAST,EQ,NSE,NSE
TVSELECT,TVSELECT,2883841,11265,TVS ELECTRONICS,EQ,NSE,NSE
TVSMOTOR,TVSMOTOR,2170625,8479,TVS MOTOR COMPANY ,EQ,NSE,NSE
TVSSRICHAK,TVSSRICHAK,3646721,14245,TVS SRICHAKRA,EQ,NSE,NSE
TVTODAY,TVTODAY,2886401,11275,TV TODAY NETWORK,EQ,NSE,NSE
TVVISION,TVVISION,4737025,18504,TV VISION,EQ,NSE,NSE
TWL,TWL,3945985,15414,TITAGARH WAGONS.,EQ,NSE,NSE
UBL,UBL,4278529,16713,UNITED BREWERIES,EQ,NSE,NSE
UCALFUEL,UCALFUEL,913921,3570,UCAL FUEL SYSTEMS,EQ,NSE,NSE
UCOBANK,UCOBANK,2873089,11223,UCO BANK,EQ,NSE,NSE
UFLEX,UFLEX,269569,1053,UFLEX,EQ,NSE,NSE
UFO,UFO,2313985,9039,UFO MOVIEZ INDIA.,EQ,NSE,NSE
UGARSUGAR,UGARSUGAR,5011969,19578,THE UGAR SUGAR WORKS,EQ,NSE,NSE
UGROCAP,UGROCAP,1360129,5313,UGRO CAPITAL,EQ,NSE,NSE
UJAAS,UJAAS,6537217,25536,UJAAS ENERGY,EQ,NSE,NSE
UJJIVAN,UJJIVAN,4369665,17069,UJJIVAN FIN. SERVC..,EQ,NSE,NSE
UJJIVANSFB,UJJIVANSFB,3898369,15228,UJJIVAN SMALL FINANC BANK,EQ,NSE,NSE
ULTRACEMCO,ULTRACEMCO,2952193,11532,ULTRATECH CEMENT,EQ,NSE,NSE
UMANGDAIRY,UMANGDAIRY,2915073,11387,UMANG DAIRIES,EQ,NSE,NSE
UMESLTD,UMESLTD,4900353,19142,USHA MARTIN EDU & SOL,EQ,NSE,NSE
UNICHEMLAB,UNICHEMLAB,916225,3579,UNICHEM LABORATORIES,EQ,NSE,NSE
UNIDT,UNIDT,51457,201,UNITED DRILLING TOOLS,EQ,NSE,NSE
UNIENTER,UNIENTER,2891009,11293,UNIPHOS ENTERPRISES,EQ,NSE,NSE
UNIONBANK,UNIONBANK,2752769,10753,UNION BANK OF INDIA,EQ,NSE,NSE
UNITECH,UNITECH-BZ,2276609,8893,,EQ,NSE,NSE
UNITEDTEA,UNITEDTEA,4607745,17999,UNITED NILGIRI TEA,EQ,NSE,NSE
UNIVASTU,UNIVASTU,4858113,18977,UNIVASTU INDIA,EQ,NSE,NSE
UNIVCABLES,UNIVCABLES,923393,3607,UNIVERSAL CABLES,EQ,NSE,NSE
UNIVPHOTO,UNIVPHOTO,4520705,17659,UNIVERSUS IMAGINGS,EQ,NSE,NSE
UPL,UPL,2889473,11287,UPL,EQ,NSE,NSE
URJA,URJA,5171969,20203,URJA GLOBAL,EQ,NSE,NSE
USHAMART,USHAMART,2263041,8840,USHA MARTIN.,EQ,NSE,NSE
UTIAMC,UTIAMC,134913,527,UTI ASSET MNGMT CO,EQ,NSE,NSE
UTTAMSTL,UTTAMSTL,930305,3634,UTTAM GALVA STEELS,EQ,NSE,NSE
UTTAMSUGAR,UTTAMSUGAR,3424257,13376,UTTAM SUGAR MILLS.,EQ,NSE,NSE
V2RETAIL,V2RETAIL-BE,3781121,14770,V2 RETAIL,EQ,NSE,NSE
VADILALIND,VADILALIND,6194177,24196,VADILAL INDUSTRIES,EQ,NSE,NSE
VAIBHAVGBL,VAIBHAVGBL,2909185,11364,VAIBHAV GLOBAL,EQ,NSE,NSE
VAISHALI,VAISHALI,4246785,16589,VAISHALI PHARMA,EQ,NSE,NSE
VAKRANGEE,VAKRANGEE,3415553,13342,VAKRANGEE,EQ,NSE,NSE
VALIANTORG,VALIANTORG,84481,330,VALIANT ORGANICS,EQ,NSE,NSE
VARDHACRLC,VARDHACRLC,2872321,11220,VARDHAMAN ACRYLICS,EQ,NSE,NSE
VARDMNPOLY,VARDMNPOLY,933377,3646,VARDHMAN POLYTEX.,EQ,NSE,NSE
VARROC,VARROC,987393,3857,VARROC ENGINEERING.,EQ,NSE,NSE
VASCONEQ,VASCONEQ,4636161,18110,VASCON ENGINEERS,EQ,NSE,NSE
VASWANI,VASWANI,6487041,25340,VASWANI IND,EQ,NSE,NSE
VBL,VBL,4843777,18921,VARUN BEVERAGES,EQ,NSE,NSE
VEDL,VEDL,784129,3063,VEDANTA,EQ,NSE,NSE
VENKEYS,VENKEYS,961793,3757,VENKY'S (INDIA),EQ,NSE,NSE
VENUSREM,VENUSREM,3547905,13859,VENUS REMEDIES,EQ,NSE,NSE
VERTOZ,VERTOZ,4828929,18863,VERTOZ ADVERTISING,EQ,NSE,NSE
VESUVIUS,VESUVIUS,941057,3676,VESUVIUS INDIA,EQ,NSE,NSE
VETO,VETO,2214913,8652,VETO SWITCHGEAR CABLE,EQ,NSE,NSE
VGUARD,VGUARD,3932673,15362,V-GUARD IND.,EQ,NSE,NSE
VHL,VHL,3044353,11892,VARDHMAN HOLDINGS,EQ,NSE,NSE
VICEROY,VICEROY-BZ,1233409,4818,,EQ,NSE,NSE
VIDHIING,VIDHIING,3465217,13536,VIDHI SPCLTY F INGRDNTS L,EQ,NSE,NSE
VIJAYA,VIJAYA,1429761,5585,VIJAYA DIAGNOSTIC CEN,EQ,NSE,NSE
VIJIFIN,VIJIFIN,4528897,17691,VIJI FINANCE,EQ,NSE,NSE
VIKASECO,VIKASECO,6593537,25756,VIKAS ECOTECH,EQ,NSE,NSE
VIKASLIFE,VIKASLIFE,2542337,9931,VIKAS LIFECARE,EQ,NSE,NSE
VIKASPROP,VIKASPROP,3109889,12148,VIKAS PROP & GRANITE,EQ,NSE,NSE
VIKASWSP,VIKASWSP,944129,3688,VIKAS WSP,EQ,NSE,NSE
VIMTALABS,VIMTALABS,3353857,13101,VIMTA LABS,EQ,NSE,NSE
VINATIORGA,VINATIORGA,4445185,17364,VINATI ORGANICS,EQ,NSE,NSE
VINDHYATEL,VINDHYATEL,945665,3694,VINDHYA TELELINKS,EQ,NSE,NSE
VINEETLAB,VINEETLAB,974593,3807,VINEET LABORATORIES,EQ,NSE,NSE
VINYLINDIA,VINYLINDIA,4306177,16821,VINYL CHEMICALS (I).,EQ,NSE,NSE
VIPCLOTHNG,VIPCLOTHNG,3799809,14843,VIP CLOTHING,EQ,NSE,NSE
VIPIND,VIPIND,947969,3703,VIP INDUSTRIES,EQ,NSE,NSE
VIPULLTD,VIPULLTD,2156545,8424,VIPUL,EQ,NSE,NSE
VISAKAIND,VISAKAIND,1080577,4221,VISAKA INDUSTRIES,EQ,NSE,NSE
VISASTEEL,VISASTEEL,3403521,13295,VISA STEEL,EQ,NSE,NSE
VISHAL,VISHAL,3013889,11773,VISHAL FABRICS,EQ,NSE,NSE
VISHNU,VISHNU,1768449,6908,VISHNU CHEMICALS,EQ,NSE,NSE
VISHWARAJ,VISHWARAJ,3507713,13702,VISHWARAJ SUGAR IND,EQ,NSE,NSE
VIVIDHA,VIVIDHA,7648513,29877,VISAGAR POLYTEX,EQ,NSE,NSE
VIVIMEDLAB,VIVIMEDLAB,3063041,11965,VIVIMED LABS,EQ,NSE,NSE
VLSFINANCE,VLSFINANCE,951041,3715,VLS FINANCE,EQ,NSE,NSE
VMART,VMART,7496705,29284,VMART RETAIL,EQ,NSE,NSE
VOLTAMP,VOLTAMP,3475713,13577,VOLTAMP TRANSFORMERS,EQ,NSE,NSE
VOLTAS,VOLTAS,951809,3718,VOLTAS,EQ,NSE,NSE
VRLLOG,VRLLOG,2226177,8696,VRL LOGISTICS,EQ,NSE,NSE
VSSL,VSSL,6929153,27067,VARDHMAN SPC STEEL,EQ,NSE,NSE
VSTIND,VSTIND,953345,3724,VST INDUSTRIES,EQ,NSE,NSE
VSTTILLERS,VSTTILLERS,6218753,24292,VST TILLERS TRACTORS,EQ,NSE,NSE
VTL,VTL,530689,2073,VARDHMAN TEXTILES,EQ,NSE,NSE
WABAG,WABAG,5168129,20188,VA TECH WABAG,EQ,NSE,NSE
WABCOINDIA,WABCOINDIA,4330241,16915,WABCO INDIA,EQ,NSE,NSE
WALCHANNAG,WALCHANNAG,956417,3736,WALCHANDNAGAR INDUSTRIES,EQ,NSE,NSE
WANBURY,WANBURY-BE,3601153,14067,WANBURY,EQ,NSE,NSE
WATERBASE,WATERBASE,958721,3745,WATERBASE,EQ,NSE,NSE
WEALTH,WEALTH-BE,494849,1933,WEALTH FRST PORT. MG.,EQ,NSE,NSE
WEBELSOLAR,WEBELSOLAR,3738113,14602,WEBSOL ENERGY SYSTEM,EQ,NSE,NSE
WEIZMANIND,WEIZMANIND,959489,3748,WEIZMANN,EQ,NSE,NSE
WELCORP,WELCORP,3026177,11821,WELSPUN CORP,EQ,NSE,NSE
WELENT,WELENT,2976257,11626,WELSPUN ENTERPRISES.,EQ,NSE,NSE
WELINV,WELINV,5068801,19800,WELSPUN INV & COMM,EQ,NSE,NSE
WELSPUNIND,WELSPUNIND,2880769,11253,WELSPUN INDIA,EQ,NSE,NSE
WENDT,WENDT,1084161,4235,WENDT (INDIA),EQ,NSE,NSE
WESTLIFE,WESTLIFE,2964481,11580,WESTLIFE DEVELOPMENT,EQ,NSE,NSE
WHEELS,WHEELS,964097,3766,WHEELS INDIA,EQ,NSE,NSE
WHIRLPOOL,WHIRLPOOL,4610817,18011,WHIRLPOOL OF INDIA,EQ,NSE,NSE
WILLAMAGOR,WILLAMAGOR,965633,3772,WILLIAMSON MAGOR,EQ,NSE,NSE
WINDLAS,WINDLAS,1373697,5366,WINDLAS BIOTECH,EQ,NSE,NSE
WINDMACHIN,WINDMACHIN,6392065,24969,WINDSOR MACHINES,EQ,NSE,NSE
WIPL,WIPL-BE,5245697,20491,THE WESTERN INDIA PLY,EQ,NSE,NSE
WIPRO,WIPRO,969473,3787,WIPRO,EQ,NSE,NSE
WOCKPHARMA,WOCKPHARMA,1921537,7506,WOCKHARDT,EQ,NSE,NSE
WONDERLA,WONDERLA,768513,3002,WONDERLA HOLIDAYS.,EQ,NSE,NSE
WORTH,WORTH,5702913,22277,WORTH PERIPHERALS,EQ,NSE,NSE
WSTCSTPAPR,WSTCSTPAPR,972545,3799,WEST COAST PAPER MILLS LT,EQ,NSE,NSE
XCHANGING,XCHANGING,2996481,11705,XCHANGING SOLUTIONS,EQ,NSE,NSE
XELPMOC,XELPMOC,2170113,8477,XELPMOC DESIGN & TECH,EQ,NSE,NSE
XPROINDIA,XPROINDIA,2920193,11407,XPRO INDIA,EQ,NSE,NSE
YAARII,YAARII,6399745,24999,YAARII DIG INTEGR SER,EQ,NSE,NSE
YESBANK,YESBANK,3050241,11915,YES BANK,EQ,NSE,NSE
YUKEN,YUKEN,1408257,5501,YUKEN INDIA,EQ,NSE,NSE
ZEEL,ZEEL,975873,3812,ZEE ENTERTAINMENT ENT,EQ,NSE,NSE
ZEELEARN,ZEELEARN,5338113,20852,ZEE LEARN,EQ,NSE,NSE
ZEEMEDIA,ZEEMEDIA-BE,3585537,14006,ZEE MEDIA CORPORATION,EQ,NSE,NSE
ZENITHEXPO,ZENITHEXPO,1069057,4176,ZENITH EXPORTS,EQ,NSE,NSE
ZENITHSTL,ZENITHSTL-BE,3728897,14566,ZENITH STEEL PIP IND,EQ,NSE,NSE
ZENSARTECH,ZENSARTECH,275457,1076,ZENSAR TECHNOLOGIES ,EQ,NSE,NSE
ZENTEC,ZENTEC,1922049,7508,ZEN TECHNOLOGIES,EQ,NSE,NSE
ZODIACLOTH,ZODIACLOTH,978177,3821,ZODIAC CLOTHING CO..,EQ,NSE,NSE
ZOMATO,ZOMATO,1304833,5097,ZOMATO,EQ,NSE,NSE
ZOTA,ZOTA,2916865,11394,ZOTA HEALTH CARE,EQ,NSE,NSE
ZUARI,ZUARI,7436801,29050,ZUARI AGRO CHEMICALS,EQ,NSE,NSE
ZUARIGLOB,ZUARIGLOB,979713,3827,ZUARI GLOBAL,EQ,NSE,NSE
ZYDUSWELL,ZYDUSWELL,4514561,17635,ZYDUS WELLNESS,EQ,NSE,NSE
